complaint_id,product_raw,product_category,issue,sub_issue,original_narrative,cleaned_narrative,word_count,company,state,date_received
100087,Money transfer,Money Transfer,Transfer failed,Customer communication,I am writing to file a complaint. I used my money transfer service and had transfer failed. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my money transfer service and had transfer failed. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,SwiftRemit,FL,2026-07-07
100088,Credit card,Credit Card,Fees,Customer communication,I am writing to file a complaint. I used my credit card service and had fees. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my credit card service and had fees. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,28,CrediTrust,WA,2026-08-08
100089,Consumer Loan,Personal Loan,Loan servicing,Customer communication,I am writing to file a complaint. I used my personal loan service and had loan servicing. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my personal loan service and had loan servicing. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,FinMobile,IL,2026-09-09
100090,Checking or savings account,Savings Account,Account access,Customer communication,I am writing to file a complaint. I used my savings account service and had account access. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my savings account service and had account access. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,Atlas Bank,CA,2026-01-10
100091,Money transfer,Money Transfer,Funds not received,Customer communication,I am writing to file a complaint. I used my money transfer service and had funds not received. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my money transfer service and had funds not received. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,30,SwiftRemit,NY,2026-02-11
100092,Credit card,Credit Card,Unauthorized charges,Customer communication,I am writing to file a complaint. I used my credit card service and had unauthorized charges. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my credit card service and had unauthorized charges. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,CrediTrust,TX,2026-03-12
100093,Consumer Loan,Personal Loan,High interest,Customer communication,I am writing to file a complaint. I used my personal loan service and had high interest. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my personal loan service and had high interest. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,FinMobile,FL,2026-04-13
100094,Checking or savings account,Savings Account,Unexpected fees,Customer communication,I am writing to file a complaint. I used my savings account service and had unexpected fees. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my savings account service and had unexpected fees. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,Atlas Bank,WA,2026-05-14
100095,Money transfer,Money Transfer,Hidden fees,Customer communication,I am writing to file a complaint. I used my money transfer service and had hidden fees. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my money transfer service and had hidden fees. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,SwiftRemit,IL,2026-06-15
100096,Credit card,Credit Card,Billing disputes,Customer communication,I am writing to file a complaint. I used my credit card service and had billing disputes. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my credit card service and had billing disputes. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,CrediTrust,CA,2026-07-16
100097,Consumer Loan,Personal Loan,Payment processing,Customer communication,I am writing to file a complaint. I used my personal loan service and had payment processing. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my personal loan service and had payment processing. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,FinMobile,NY,2026-08-17
100098,Checking or savings account,Savings Account,Transfers delayed,Customer communication,I am writing to file a complaint. I used my savings account service and had transfers delayed. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my savings account service and had transfers delayed. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,Atlas Bank,TX,2026-09-18
100099,Money transfer,Money Transfer,Transfer failed,Customer communication,I am writing to file a complaint. I used my money transfer service and had transfer failed. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my money transfer service and had transfer failed. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,SwiftRemit,FL,2026-01-19
100100,Credit card,Credit Card,Fees,Customer communication,I am writing to file a complaint. I used my credit card service and had fees. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my credit card service and had fees. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,28,CrediTrust,WA,2026-02-20
100101,Consumer Loan,Personal Loan,Loan servicing,Customer communication,I am writing to file a complaint. I used my personal loan service and had loan servicing. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my personal loan service and had loan servicing. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,FinMobile,IL,2026-03-21
100103,Money transfer,Money Transfer,Funds not received,Customer communication,I am writing to file a complaint. I used my money transfer service and had funds not received. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my money transfer service and had funds not received. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,30,SwiftRemit,NY,2026-05-23
100104,Credit card,Credit Card,Unauthorized charges,Customer communication,I am writing to file a complaint. I used my credit card service and had unauthorized charges. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my credit card service and had unauthorized charges. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,CrediTrust,TX,2026-06-24
100105,Consumer Loan,Personal Loan,High interest,Customer communication,I am writing to file a complaint. I used my personal loan service and had high interest. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my personal loan service and had high interest. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,FinMobile,FL,2026-07-25
100106,Checking or savings account,Savings Account,Unexpected fees,Customer communication,I am writing to file a complaint. I used my savings account service and had unexpected fees. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my savings account service and had unexpected fees. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,Atlas Bank,WA,2026-08-26
100107,Money transfer,Money Transfer,Hidden fees,Customer communication,I am writing to file a complaint. I used my money transfer service and had hidden fees. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my money transfer service and had hidden fees. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,SwiftRemit,IL,2026-09-27
100108,Credit card,Credit Card,Billing disputes,Customer communication,I am writing to file a complaint. I used my credit card service and had billing disputes. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my credit card service and had billing disputes. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,CrediTrust,CA,2026-01-01
100109,Consumer Loan,Personal Loan,Payment processing,Customer communication,I am writing to file a complaint. I used my personal loan service and had payment processing. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my personal loan service and had payment processing. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,FinMobile,NY,2026-02-02
100110,Checking or savings account,Savings Account,Transfers delayed,Customer communication,I am writing to file a complaint. I used my savings account service and had transfers delayed. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my savings account service and had transfers delayed. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,Atlas Bank,TX,2026-03-03
100111,Money transfer,Money Transfer,Transfer failed,Customer communication,I am writing to file a complaint. I used my money transfer service and had transfer failed. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my money transfer service and had transfer failed. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,SwiftRemit,FL,2026-04-04
100112,Credit card,Credit Card,Fees,Customer communication,I am writing to file a complaint. I used my credit card service and had fees. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my credit card service and had fees. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,28,CrediTrust,WA,2026-05-05
100113,Consumer Loan,Personal Loan,Loan servicing,Customer communication,I am writing to file a complaint. I used my personal loan service and had loan servicing. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my personal loan service and had loan servicing. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,FinMobile,IL,2026-06-06
100114,Checking or savings account,Savings Account,Account access,Customer communication,I am writing to file a complaint. I used my savings account service and had account access. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my savings account service and had account access. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,Atlas Bank,CA,2026-07-07
100115,Money transfer,Money Transfer,Funds not received,Customer communication,I am writing to file a complaint. I used my money transfer service and had funds not received. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my money transfer service and had funds not received. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,30,SwiftRemit,NY,2026-08-08
100116,Credit card,Credit Card,Unauthorized charges,Customer communication,I am writing to file a complaint. I used my credit card service and had unauthorized charges. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my credit card service and had unauthorized charges. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,CrediTrust,TX,2026-09-09
100117,Consumer Loan,Personal Loan,High interest,Customer communication,I am writing to file a complaint. I used my personal loan service and had high interest. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my personal loan service and had high interest. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,FinMobile,FL,2026-01-10
100118,Checking or savings account,Savings Account,Unexpected fees,Customer communication,I am writing to file a complaint. I used my savings account service and had unexpected fees. Support response was slow and I experienced repeated inconvenience over two weeks. Please investigate and resolve this matter quickly.,i used my savings account service and had unexpected fees. support response was slow and i experienced repeated inconvenience over two weeks. please investigate and resolve this matter quickly.,29,Atlas Bank,WA,2026-02-11
